Field 1,Parent company,Vendor,Business status,link,Country of origin,Software type,Focus,Twitter,Crunchbase,Website shutdown date,B2B vs B2C,Financials,Last edit
48,"""Cornerstone OnDemand, Inc.""","EdCast edcast.com @EdCast AI-powered Knowledge Cloud for Personalized Learning & Sales Enablement. Deliver the content your learners need, when they need it, & where they want it. Aggregates your learning content including from your LMS, intranet, external providers, your subject matter experts, & your team’s preferred resources on the web. The most valuable content you have is the ‘tacit’ knowledge in the minds of your experts: Release it & build your own libraries of expert content. Machine Learning curation engine: Ensures that only high quality, most relevant, & contextual content is presented to your team. AI based targeting engine learns about your team & makes continuous learning recommendations directly to where they’re working – incl. Slack & Salesforce. A real time view of flow of expertise & knowledge across your teams. Helping you identify your most acknowledged, best connected, & influential team members. Mountain View, CA, USA. Now Cornerstone OnDemand, Inc. 16-May-2022, SANTA MONICA, Calif., Cornerstone OnDemand, Inc., a cloud-based talent management software provider backed by Clearlake Capital Group, L.P. (together with its affiliates, “Clearlake”), announced it has completed its acquisition of EdCast. Cornerstone and EdCast are united in a vision to create an open platform for people development, growth, and mobility, powered by AI, machine learning, and people data. The platform will enable organizations of all sizes to create a scalable learning infrastructure, extend the impact of talent technology investments, and deliver personalized growth for employees that spans learning, skill development, content, and career mobility. Together, Cornerstone and EdCast will help organizations around the world improve productivity across their businesses.","Acquired,Active",https://www.edcast.com,USA,ML,"training / onboarding,learning management system",https://twitter.com/edcast,,,B2B,https://www.businesswire.com/news/home/20220516005398/en/Clearlake-Capital-Backed-Cornerstone-Completes-Acquisition-of-EdCast,24 November 2022
,"Eggheads GmbH,eggheads ag","eggheads eggheads.ai @eggheads_ai Businesses that need to keep employees up to date use their chatbots to transfer knowledge & ask for feedback. Conversational microlearning (micro-learning) elearning: Do your employees always know the latest news from your company? Are their skills up-to-date? In these times many businesses struggle to keep employees current & updated. Make it easy & fun for your team to soak up new business knowledge with chat-based learning nuggets. Let your internal news & trainings feel like Whatsapp. Provide an experience like Duolingo with your content. Create short, mobile & interactive chat conversations to train employees & keep them updated. Sign up now & get new ideas for your trainings, internal communications & more. Eggheads GmbH. Pfäffikon, Switzerland",Active,https://eggheads.ai,Switzerland,ML,"training / onboarding,knowledge management,learning management system",https://twitter.com/eggheads_ai,https://www.crunchbase.com/organization/eggheads,,B2B,,29 May 2023
,EGITO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Egito CRM egito.pl @EgitoCRM Comprehensive business management: sales processes, customer service, offers, orders, service, invoicing, marketing, as well as contracts & warehouse. Stay ahead of the competition: The systematically collected knowledge is summarized in a simple form & egito will help you in the analysis – thanks to which you can quickly draw conclusions about the needs of your customers & adapt to the market faster than the competition. EGITO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ with its registered office at ul. Sołtysowska 11A lok. 13, 31-589 Kraków, Polska / Poland",Active,https://egito.pl,Poland,SaaS,CRM,https://twitter.com/EgitoCRM,,,B2B,,4 May 2023
137,Salesforce,Einstein High Velocity Sales Cloud (Salesforce.com) High Velocity Sales. Give inside sales reps an outsized advantage. Give your reps everything they need to succeed now & tomorrow. https://www.salesforce.com/products/sales-cloud/tools/high-velocity-sales/ now https://www.salesforce.com/products/sales-cloud/tools/sales-engagement/ Salesforce Einstein is the first comprehensive AI for CRM. It’s an integrated set of AI technologies that makes the Customer Success Platform smarter and brings AI to trailblazers everywhere.,"Active,Rebranding",https://www.salesforce.com/products/sales-cloud/tools/sales-engagement/,USA,,,,,,B2B,,2 September 2022
,,ekphrastic ekphrastic.io @ekphrastic_io Sales Enablement for Individuals. Build Interactive ROI Calculators from Excel: Upload Your Excel spreadsheets and quickly create enterprise class cost benefit analysis calculators and then share them with your sales prospects. UK,Out of Business,https://ekphrastic.io,UK,,,https://twitter.com/ekphrastic_io,,,,,27 January 2023
,"""Elandas, Inc.""","elandas elandas.com Flexible sales & marketing solutions for the regulated life sciences industry. Deliver customized, regulatory-compliant sales materials into the hands of your sales force within days, not weeks. Adapt to rapidly changing trends with tools that give you flexibility & control. Coordinate efforts of disparate & cross-functional business units for more efficiency – allowing you to sell more sooner. With elandas sales reps will: Learn about access changes that provide growth opportunities in a given territory sooner. Create relevant & compliant materials for digital presentation or print to get to the point quickly during sales calls. Enjoy more realistic sales goals set by management. Get the control needed to hit the ground running & be ahead of the game. Saint John, New Brunswick, Canada","maintenance mode company?,Zombie?,Leaving Sales Enablement market",http://www.elandas.com,Canada,,,https://twitter.com/elandasnow,,,B2B,,15 April 2022
,ServiceNow,"Element AI elementai.com @element_ai https://www.servicenow.com/research/ (Acquired by ServiceNow 1-Dec-2020) ServiceNow acquired Attivio IP, core technology, & select R&D talent; announced October 2019. With the addition of the⁦ @attivio ⁩search engine ⁦@servicenow moved beyond keyword-based search to deliver conversational AI & search experiences at scale to customers. servicenow.com cloud-based platform & solutions deliver digital workflows that help people do their best work. Santa Clara, CA, USA. ServiceNow, Inc. acquired Attivio, Loom Systems, Passage AI, Sweagle, Montrêal Canada based Element AI elementai.com @element_ai ",Acquired,https://www.elementai.com/news/2020/ceo-letter,Canada,,,https://twitter.com/element_ai,,,B2B,https://www.elementai.com/news/2020/ceo-letter,1 May 2023
141,SAP,"Emarsys emarsys.com @emarsys 1-Oct-2020: SAP acquired retail marketing automation & personalisation platform, Emarsys, for an undisclosed sum, a deal designed to build out its customer experience offering. Emarsys provides a cloud-based omnichannel customer engagement platform with functionality for personalising customer interactions across email, mobile, social, SMS & the Web at scale.","Acquired,Active",https://emarsys.com,Austria,,,https://twitter.com/emarsys,,,B2B,https://emarsys.com/press-release/sap-to-acquire-omnichannel-customer-engagement-leader-emarsys/,4 May 2023
184,emlen GmbH,"emlen emlen.io @emlen_io Rethinking the way content is distributed & experienced. Enables Sales & Marketing teams to use B2B content as Sales Assets & create Content Experiences. Content Management, Distribution & Intelligence in a single tool. Content Hub: Central content management. Whitepapers, blog posts, articles, case studies, videos - all Content Pieces in a central content Hub - 24/7. Search with Meta Tags. Content Intelligence: Always the right Content. Content creation aided by AI technology. Smart suggestions for each target audience based on meta data. Berlin / Saarbrücken, Saarland, Germany",Active,https://www.emlen.io,Germany,"ML,SaaS","Sales Enablement,CMS",https://twitter.com/emlen_io,https://www.crunchbase.com/organization/emlen,,B2B,,31 October 2023
,Emplay Inc.,"Emplay Inc. emplay.net @emplay_inc conversation automation training engine that helps to improve sales via analytics, advisory, & automation solutions. Sales reps only spend 36% of their time selling. AI Powered Sales bots can free up a reps time & help them prospect smarter. Digital Sales Enablement Bot: Comprehensive digital sales learning, coaching, enablement, & execution bot. Revenue, Customer, & Employee Success with Conversational Learning. Emplay leverages the power of data science & conversation science to help drive revenue, customer, & employee success. Emplay’s Sales GPS: AI based tool that diagnoses root causes of performance, helps develop comprehensive performance strategies, & provides personalized step-by-step guidance to help sales reps meet their quotas. Onboarding: Ramp your new hires in weeks by providing them with 1:1 guided support in the first 30 days. Training & enablement: Train & enable your employees using engaging conversational experience & let our bots research, fetch info, recommend actions, draft emails, set up calendars etc. Performance Coaching: Help coach new, ambitious & underperforming employees using proven coaching models, advanced analytics & expert knowledge processing. Dublin, California, USA","Active,Rebranding",https://www.emplay.net,USA,ML,"training / onboarding,Call Coaching,Sales Enablement",https://twitter.com/emplay_inc,https://www.crunchbase.com/organization/emplay,,B2B,,31 October 2023
